,Name,Author,Image URL,Cooking Time
427,Fast Vietnamese Caramel Bluefish,Melissa Clark,https://static01.nyt.com/images/2015/06/10/dining/10APPE1/10APPE1-mediumThreeByTwo252.jpg,20 minutes
428,Pulled Lamb Shoulder,Sam Sifton,https://static01.nyt.com/images/2015/06/10/dining/10COOKBOOK1/10COOKBOOK1-mediumThreeByTwo252.jpg,6 to 7 hours
429,Three-Cup Chicken,Sam Sifton,https://static01.nyt.com/images/2016/06/06/dining/06COOKING-THREECUPCHICKEN1/06COOKING-THREECUPCHICKEN1-mediumThreeByTwo252-v2.jpg,30 minutes
430,Spicy Coleslaw,Sam Sifton,https://static01.nyt.com/images/2015/05/20/dining/20HIT_COLESLAW/20HIT_COLESLAW-mediumThreeByTwo252.jpg,"10 minutes, plus hours' refrigeration"
431,Crunchy Roasted Za’atar Chickpeas,Melissa Clark,https://static01.nyt.com/images/2015/05/27/dining/27COOKBOOK1/27COOKBOOK1-mediumThreeByTwo252.jpg,"35 minutes, plus 1 hour resting"
432,Feijoada,Francis Lam,https://static01.nyt.com/images/2015/05/31/magazine/31eat6/31eat6-mediumThreeByTwo252-v2.jpg,3 1/2 to 4 hours
433,Soft-Shell Crabs With Curry Butter,David Tanis,https://static01.nyt.com/images/2015/06/03/dining/03KIT1/03KIT1-mediumThreeByTwo252.jpg,30 minutes
434,Bangladeshi Chicken Korma,Francis Lam,https://static01.nyt.com/images/2015/05/03/magazine/03eat1/03eat1-videoSixteenByNine310-v2.jpg,1 hour
435,Cinnamon Raisin Swirl Bread,Melissa Clark,https://static01.nyt.com/images/2015/04/21/multimedia/clark-rasin-bread/clark-rasin-bread-videoSixteenByNine310.jpg,4 hours 15 minutes
436,Stuffed and Seared Duck Breasts,Mark Bittman,https://static01.nyt.com/images/2017/02/07/dining/07COOKING-STUFFEDDUCKBREASTS1/07COOKING-STUFFEDDUCKBREASTS1-mediumThreeByTwo252.jpg,About 40 minutes
437,Stuffed Squid Sicilian-Style,David Tanis,https://static01.nyt.com/images/2015/05/13/dining/13KITCHEN1/13KITCHEN1-mediumThreeByTwo252.jpg,1 hour
438,Fresh Egg Pasta,Melissa Clark,https://static01.nyt.com/images/2015/05/07/multimedia/clark-pasta/clark-pasta-mediumThreeByTwo252.jpg,"30 minutes, plus 1 hour resting time"
439,Pasta Primavera With Asparagus and Peas,Melissa Clark,https://static01.nyt.com/images/2015/05/13/dining/13BIGAPPETITE2/13BIGAPPETITE2-mediumThreeByTwo252-v3.jpg,20 minutes
440,Bacon and Shallot Potato Salad,Melissa Clark,https://static01.nyt.com/images/2015/05/20/dining/20POTATO4/20POTATO4-mediumThreeByTwo252.jpg,45 minutes
441,Grilled Garlic Bread,Julia Moskin,https://static01.nyt.com/images/2015/05/20/dining/20SALAD4/20SALAD4-mediumThreeByTwo252.jpg,15 minutes
442,Spicy Kimchi Potato Salad,Melissa Clark,https://static01.nyt.com/images/2015/05/20/dining/20POTATO1/20POTATO1-mediumThreeByTwo252.jpg,45 minutes
443,Cold Fried Chicken,Tamar Adler,https://static01.nyt.com/images/2015/05/17/magazine/17eat/17mag-17eat-t_CA1-mediumThreeByTwo252.jpg,"1 hour, plus soaking time"
444,Italian Marinade,Sam Sifton,https://static01.nyt.com/images/2015/05/20/dining/20SPIEDIEMARINADE/20SPIEDIEMARINADE-mediumThreeByTwo252.jpg,5 minutes
445,Spiedies,Sam Sifton,https://static01.nyt.com/images/2015/05/20/dining/20ENTREE6/20ENTREE6-mediumThreeByTwo252.jpg,"25 minutes, plus 24 hours’ marinating"
446,Lobster Butter,Sam Sifton,https://static01.nyt.com/images/2015/05/20/dining/20LOBSTERBUTTER/20FISHBUTTER-mediumThreeByTwo252.jpg,45 minutes
447,Frozen Fudge Pops,Kim Severson,https://static01.nyt.com/images/2015/05/20/dining/20FUDGESICLE_SUB/20FUDGESICLE_SUB-mediumThreeByTwo252.jpg,"10 minutes, plus freezing"
448,All-Purpose Dry Rub,Sam Sifton,https://static01.nyt.com/images/2015/05/20/dining/20LONDONBROILRUB/20LONDONBROILRUB-mediumThreeByTwo252.jpg,5 minutes
449,Compound Butter,Sam Sifton,https://static01.nyt.com/images/2015/05/20/dining/20COMPOUNDBUTTER/20COMPOUNDBUTTER-mediumThreeByTwo252.jpg,10 minutes
450,Dry-Rubbed London Broil,Sam Sifton,https://static01.nyt.com/images/2015/05/20/dining/20ENTREE4/20ENTREE4-mediumThreeByTwo252.jpg,1 hour
451,"Eggplant With Lamb, Tomato and Pine Nuts",Melissa Clark,https://static01.nyt.com/images/2015/05/27/dining/27COOKBOOK3/27COOKBOOK3-mediumThreeByTwo252.jpg,2 hours
452,Asparagus and Chicken Salad With Ginger Dressing,David Tanis,https://static01.nyt.com/images/2015/05/27/dining/27KITCHEN1/27KITCHEN1-mediumThreeByTwo252-v3.jpg,30 minutes
453,Jamaican Beef Patties,Julia Moskin And Kim Severson,https://static01.nyt.com/applications/cooking/1fa6bc8/assets/16.png?1,About 1 hour 30 minutes
454,The Lee Brothers’ Pimento Cheese,The New York Times,https://static01.nyt.com/images/2015/04/14/dining/pimento-cheese-recipe/pimento-cheese-recipe-mediumThreeByTwo252-v2.jpg,5 minutes
455,The Best Roast Beef for Sandwiches,Melissa Clark,https://static01.nyt.com/images/2015/04/07/multimedia/clark-roast-beef/clark-roast-beef-videoSixteenByNine310.jpg,"1 hour, 45 minutes, plus at least 5 hours resting"
456,Vegan Mapo Tofu,David Tanis,https://static01.nyt.com/images/2019/02/24/dining/dt-vegetarian-mapo-tofu/dt-vegetarian-mapo-tofu-mediumThreeByTwo252.jpg,30 minutes
457,Pan-Roasted Fish Fillets With Herb Butter,Julia Moskin,https://static01.nyt.com/images/2015/04/15/multimedia/recipelab-fish/recipelab-fish-videoSixteenByNine310.jpg,20 minutes
458,Boston Brown Bread,Jeff Gordinier,https://static01.nyt.com/images/2015/04/29/dining/29JPNORTHER12/29JPNORTHER12-videoSixteenByNine310-v2.jpg,About 2 hours
459,Boiled Potatoes With Butter and Mint,Julia Moskin,https://static01.nyt.com/images/2015/04/29/dining/29COOKBOOK2/29COOKBOOK2-videoSixteenByNine310.jpg,30 minutes
460,Excellent White Bread,Melissa Clark,https://static01.nyt.com/images/2015/04/30/dining/29BIGAPPETITE/29BIGAPPETITE-videoSixteenByNine310.jpg,4 hours 15 minutes
461,Whole Pot-Roasted Cauliflower With Tomatoes and Anchovies,Julia Moskin,https://static01.nyt.com/images/2015/04/29/dining/29COOKBOOK4/29COOKBOOK4-videoSixteenByNine310.jpg,About 1 hour 15 minutes
462,Potato Cavatelli,Kim Severson,https://static01.nyt.com/images/2015/05/05/dining/potato-cavatelli-horizontal/potato-cavatelli-horizontal-videoSixteenByNine310.jpg,45 minutes
463,Coconut Cream Pie,Kim Severson,https://static01.nyt.com/images/2015/05/05/dining/coconut-cream-pie-horizontal/coconut-cream-pie-horizontal-videoSixteenByNine310.jpg,"1 hour, plus chilling time"
464,Béarnaise Sauce,Sam Sifton,https://static01.nyt.com/images/2015/05/10/magazine/10eat/10mag-10eat-t_CA0-videoSixteenByNine310.jpg,20 minutes
465,Chicken Adobo,Sam Sifton,https://static01.nyt.com/images/2017/08/07/dining/chicken-adobo/chicken-adobo-mediumThreeByTwo252.jpg,"2 hours, plus 2 hours' refrigeration"
466,Butter-Stewed Radishes,David Tanis,https://static01.nyt.com/images/2015/03/25/dining/25KIT3/25KIT3-videoSixteenByNine310.jpg,30 minutes
467,Simple Steak au Poivre,David Tanis,https://static01.nyt.com/images/2015/04/01/dining/01KITCHEN1/01KITCHEN1-videoSixteenByNine310.jpg,30 minutes
468,Creamed Rice With English Peas and Country Ham,Sam Sifton,https://static01.nyt.com/images/2015/04/01/dining/01COOKBOOK1/01COOKBOOK1-videoSixteenByNine310.jpg,1 hour
469,Radish Sandwiches With Butter And Salt,Sam Sifton,https://static01.nyt.com/images/2015/04/01/dining/01COOKBOOK2/01COOKBOOK2-videoSixteenByNine310.jpg,10 minutes
470,Poundcake,The New York Times,https://static01.nyt.com/images/2015/04/17/dining/poundcake/poundcake-videoSixteenByNine310.jpg,2 hours
471,Roasted Chicken Provençal,Sam Sifton,https://static01.nyt.com/images/2017/08/03/dining/COOKING-CHICKEN-PROVENCAL/COOKING-CHICKEN-PROVENCAL-mediumThreeByTwo252.jpg,1 hour 15 minutes
472,Braised Tofu in Caramel Sauce,Sam Sifton,https://static01.nyt.com/images/2014/04/03/dining/Braised-Tofu/Braised-Tofu-videoSixteenByNine310.jpg,1 hour 15 minutes
473,Baked Beans,Sam Sifton,https://static01.nyt.com/images/2014/04/16/dining/16JPEASTER2/16JPEASTER2-videoSixteenByNine310.jpg,"About 6 1/2 hours, plus at least 6 hours’ soaking time"
474,Polpettone With Spinach and Provolone,David Tanis,https://static01.nyt.com/images/2015/02/18/dining/18KITCHEN5/18KITCHEN5-mediumThreeByTwo252-v2.jpg,1 hour 30 minutes
475,Christina Tosi’s Crockpot Cake,Sam Sifton,https://static01.nyt.com/images/2015/02/18/dining/18CROCKPOT2/18CROCKPOT2-videoSixteenByNine310.jpg,About 5 hours
476,Braised Chicken With Lemon and Olives,David Tanis,https://static01.nyt.com/images/2015/03/04/dining/04KITCH/04KITCH-videoSixteenByNine310.jpg,1 hour 45 minutes
477,Sampita,Francis Lam,https://static01.nyt.com/images/2015/03/29/magazine/29eat/29mag-29eat.t_CA0-videoSixteenByNine310.jpg,"1 1/4 hours, plus several hours of rest"
478,Great South Bay Duck Ragù,Sam Sifton,https://static01.nyt.com/images/2011/04/24/magazine/24Eat_span/24Eat_span-mediumThreeByTwo252-v2.jpg,2 hours 45 minutes
479,Brisket With Horseradish Gremolata,Melissa Clark,https://static01.nyt.com/images/2015/03/18/multimedia/clark-brisket/clark-brisket-videoSixteenByNine310.jpg,"4 hours, plus marinating"
480,Ludo Lefebvre’s Roasted-Carrot Salad,Sam Sifton,https://static01.nyt.com/images/2015/03/08/magazine/08eat1/08mag-08eat.t_CA0-videoSixteenByNine310.jpg,1 hour
481,Chris Schlesinger’s Pulled Pork,Sam Sifton,https://static01.nyt.com/applications/cooking/4d350c2/assets/40.png?1,"14 hours, largely unattended"
482,Billi Bi,Sam Sifton,https://static01.nyt.com/images/2015/03/11/dining/11CLASSIC/11CLASSIC-videoSixteenByNine310.jpg,50 minutes
483,Haitian Pork Griot,Melissa Clark,https://static01.nyt.com/images/2017/02/28/dining/28APPE-HAITIANPORK/28APPE-HAITIANPORK-mediumThreeByTwo252.jpg,"3 hours, plus marinating"
484,Broccoli Rabe Lasagna,David Tanis,https://static01.nyt.com/images/2015/03/18/dining/18KITCHEN1/18KITCHEN1-videoSixteenByNine310.jpg,1 hour 30 minutes
485,Cacio e Pepe,Mark Bittman,https://static01.nyt.com/images/2018/09/23/dining/23COOKING-CACIO-E-PEPE1/COOKING-CACIO-E-PEPE1-mediumThreeByTwo252-v2.jpg,20 minutes
486,Roast Lamb,Julia Moskin,https://static01.nyt.com/images/2015/03/18/multimedia/recipe-lab-lamb/recipe-lab-lamb-videoSixteenByNine310.jpg,About 3 hours
487,Roasted Salmon Glazed With Brown Sugar and Mustard,Sam Sifton,https://static01.nyt.com/images/2018/08/17/dining/sifton-brown-sugar-mustard-salmon-horizontal/merlin_142427754_87be060f-648e-4783-a9ab-dec1ff12b722-mediumThreeByTwo252.jpg,15 minutes
488,Vaguely Vietnamese Slow Cooker Pork Tacos,Sam Sifton,https://static01.nyt.com/images/2015/02/18/dining/18CROCKPOT5/18CROCKPOT5-videoSixteenByNine310.jpg,"5 to 7 hours, largely unattended"
489,Amanda Cohen’s Secret-Weapon Stir-Fry Sauce,Jeff Gordinier,https://static01.nyt.com/images/2015/02/25/dining/25DIRTJP6/25DIRTJP6-videoSixteenByNine310.jpg,30 minutes
490,Caramelized Apples and Onions,Sam Sifton,https://static01.nyt.com/applications/cooking/1fa6bc8/assets/28.png?1,45 minutes
491,Linguine with Crab Meat,Florence Fabricant,https://static01.nyt.com/images/2014/12/17/dining/17PAIRING/17PAIRING-smallSquare252-v2.jpg,30 minutes
492,Cheese Pupusas,Francis Lam,https://static01.nyt.com/images/2015/02/08/magazine/08eat/08eat-videoSixteenByNine310.jpg,40 minutes
493,Pasta alla Genovese,Mark Bittman,https://static01.nyt.com/images/2017/12/13/dining/13COOKING-PASTA-GENOVESE1/13COOKING-PASTA-GENOVESE1-mediumThreeByTwo252.jpg,3 1/2 hours
494,Slow-Cooked Red Chile Turkey,David Tanis,https://static01.nyt.com/images/2014/11/19/dining/19NEWMEXICO/19NEWMEXICO-videoSixteenByNine310.jpg,About 3 hours
495,Pear Kuchen,Sam Sifton,https://static01.nyt.com/images/2014/11/19/dining/19SOUTHDAKOTA/19SOUTHDAKOTA-videoSixteenByNine310.jpg,"1 hour, plus 2 to 3 hours’ rising"
496,Marinated Venison Steaks,Sam Sifton,https://static01.nyt.com/images/2014/11/19/dining/19MONTANA/19MONTANA-videoSixteenByNine310.jpg,"30 minutes, plus 8 to 12 hours’ marinating"
497,Soft-Shell Crab Poor-Boy,Mark Bittman,https://static01.nyt.com/images/2014/12/30/dining/bittman-po-boy/bittman-po-boy-videoSixteenByNine310.jpg,30 minutes
498,Yorkshire Pudding,Jeff Gordinier,https://static01.nyt.com/images/2015/01/14/dining/14PRIMEREX/14PRIMEREX-videoSixteenByNine310.jpg,"50 minutes, including resting time"
499,Shrimp and Scallop Dumplings,David Tanis,https://static01.nyt.com/images/2015/02/04/dining/04KITCHEN5/0204-KITCHEN5-videoSixteenByNine310.jpg,"1 hour, plus 1 hour chilling"
500,Veal Parmesan,Melissa Clark,https://static01.nyt.com/images/2015/02/04/dining/0204-PARM3JP/0204-PARM3JP-videoSixteenByNine310.jpg,1 hour 15 minutes
501,Cauliflower Parmesan,Melissa Clark,https://static01.nyt.com/images/2015/01/28/multimedia/clark-cauli-parm/clark-cauli-parm-videoSixteenByNine310.jpg,1 hour 15 minutes
502,Simple Tomato Sauce,Melissa Clark,https://static01.nyt.com/images/2015/01/28/multimedia/clark-cauli-parm/clark-cauli-parm-videoSixteenByNine310.jpg,45 minutes
503,Chicken Parmesan,Melissa Clark,https://static01.nyt.com/images/2017/11/10/dining/chickenparm/chickenparm-mediumThreeByTwo252.jpg,1 hour 15 minutes
504,Filipino Embutido,Francis Lam,https://static01.nyt.com/images/2015/01/11/magazine/11eat/11mag-11eat.t_CA1-videoSixteenByNine310.jpg,2 hours
505,Kimchi Noodle Cake,David Tanis,https://static01.nyt.com/images/2015/01/21/dining/21JPKITCHEN3/21JPKITCHEN3-videoSixteenByNine310.jpg,30 minutes
506,Fireplace Trout,Tamar Adler,https://static01.nyt.com/images/2015/01/25/magazine/25eat/25eat-videoSixteenByNine310.jpg,10 minutes
507,Texas-Style Chili,Julia Moskin,https://static01.nyt.com/images/2018/01/31/dining/31CHILI1/31CHILI1-mediumThreeByTwo252.jpg,2 hours
508,Feta-Brined Roast Chicken,Melissa Clark,https://static01.nyt.com/images/2018/12/20/dining/feta-chicken/feta-chicken-mediumThreeByTwo252.jpg,"1 1/2 hours, plus marinating"
509,Oven-Roasted Chicken Shawarma,Sam Sifton,https://static01.nyt.com/images/2016/06/06/dining/06COOKING-ROASTCHICKSHAWARM2/06COOKING-ROASTCHICKSHAWARM2-mediumThreeByTwo252.jpg,"45 minutes, plus marinating"
510,Baked Miso-Glazed Tofu With Wild Mushrooms,Martha Rose Shulman,https://static01.nyt.com/images/2014/12/02/science/05recipehealth/05recipehealth-videoSixteenByNine310.jpg,About 30 minutes
511,Bacon Fat Gingersnaps,Julia Moskin,https://static01.nyt.com/images/2014/12/03/dining/03COOKFIGHTREX7/03COOKFIGHTREX7-videoSixteenByNine310.jpg,"45 minutes, plus chilling time"
512,Schmaltz and Gribenes,Melissa Clark,https://static01.nyt.com/images/2014/12/10/dining/10JPSCHMALTZ2/10JPSCHMALTZ2-videoSixteenByNine310.jpg,1 hour 30 minutes
513,Schmaltz-Roasted Brussels Sprouts,Melissa Clark,https://static01.nyt.com/images/2014/12/10/dining/10SCHMALTZ/10SCHMALTZ-videoSixteenByNine310.jpg,35 minutes
514,Porchetta Pork Roast,Melissa Clark,https://static01.nyt.com/images/2014/12/09/multimedia/clark-porchetta/clark-porchetta-videoSixteenByNine310.jpg,"4 to 5 hours, plus marinating"
515,Sausage Rolls,David Tanis,https://static01.nyt.com/images/2014/12/24/dining/24KITCHEN1/24KITCHEN1-videoSixteenByNine310-v2.jpg,2 hours
516,Fish Cakes With Herbs and Chiles,Melissa Clark,https://static01.nyt.com/images/2014/12/23/multimedia/spicy-fish-cakes-clark/spicy-fish-cakes-clark-videoSixteenByNine310.jpg,"45 minutes, plus at least 3 hours’ chilling"
517,Ina Garten’s Make-Ahead Coquilles St.-Jacques,Sam Sifton,https://static01.nyt.com/images/2015/01/04/magazine/04eat1-copy/04eat1-mediumThreeByTwo252-v2.jpg,1 hour
518,Broiled Leeks Vinaigrette,David Tanis,https://static01.nyt.com/images/2015/01/07/dining/07KITCH2/07KITCH2-videoSixteenByNine310.jpg,1 hour
519,Beef Bone Broth,Julia Moskin,https://static01.nyt.com/images/2015/01/07/dining/07JPBROTH6/07JPBROTH6-videoSixteenByNine310.jpg,At least 5 hours 45 minutes
520,Fritto Misto di Mare,David Tanis,https://static01.nyt.com/images/2015/01/14/dining/14KITCH1/14KITCH1-videoSixteenByNine310.jpg,1 hour
521,Cal Peternell’s Braised Chicken Legs,Sam Sifton,https://static01.nyt.com/images/2015/01/07/dining/07COOKBOOKTWELVERECIPES2/07COOKBOOKTWELVERECIPES2-videoSixteenByNine310.jpg,1 hour 30 minutes
522,Salty-Sweet Peanut Butter Sandies,Julia Moskin,https://static01.nyt.com/images/2014/12/03/dining/03COOKFIGHT3/03COOKFIGHT3-videoSixteenByNine310.jpg,1 hour
523,Smothered Shrimp in Crab-Meat Gravy,Sam Sifton,https://static01.nyt.com/images/2014/12/07/magazine/07feasts15/07feasts15-videoSixteenByNine310-v4.jpg,1 hour 10 minutes
524,Fesenjan,Sam Sifton,https://static01.nyt.com/images/2014/12/07/magazine/07feasts19/07feasts19-videoSixteenByNine310-v2.jpg,2 hours
525,Okonomi-Latke,Sam Sifton,https://static01.nyt.com/images/2014/12/07/magazine/07feast14/07feast14-videoSixteenByNine310-v3.jpg,30 minutes
526,Glazed Holiday Ham,Sam Sifton,https://static01.nyt.com/images/2018/12/04/dining/ss-holiday-ham/merlin_147543726_4e4aac57-ef4e-4c2d-b070-96c0f4141bf2-mediumThreeByTwo252.jpg,1 hour
527,Pork Cutlets With Lemon and Capers,David Tanis,https://static01.nyt.com/images/2013/09/25/dining/25KITCH5/25KITCH5-tmagSF.jpg,30 minutes
528,Regina’s Butter Biscuits,Kim Severson,https://static01.nyt.com/images/2014/11/12/dining/JPPREPARE3/JPPREPARE3-videoSixteenByNine310.jpg,50 minutes
529,Green Bean Casserole,Martha Rose Shulman,https://static01.nyt.com/images/2014/11/19/dining/19OKLAHOMA/19OKLAHOMA-videoSixteenByNine310.jpg,1 1/4 hours
530,Lobster Mac and Cheese,Sam Sifton,https://static01.nyt.com/images/2019/01/11/dining/ss-lobster-macaroni-and-cheese/merlin_148333191_fe30b469-aa35-4be5-988d-bb7d6ce495ac-mediumThreeByTwo252.jpg,1 hour 40 minutes
531,Classic Pan Gravy,Sam Sifton,https://static01.nyt.com/images/2017/10/26/dining/26COOKING-GRAVY3/26COOKING-GRAVY3-mediumThreeByTwo252.jpg,25 minutes
532,Mojo Turkey,Sam Sifton,https://static01.nyt.com/images/2014/11/19/dining/19FLORIDA/19FLORIDA-videoSixteenByNine310.jpg,"6 hours, plus marinating"
533,New England Roast Turkey,Sam Sifton,https://static01.nyt.com/images/2014/11/19/dining/19NEWHAMPSHIRE/19NEWHAMPSHIRE-videoSixteenByNine310.jpg,"4 1/2 hours, plus brining"
534,Daniel Boulud’s Chicken Tagine,Sam Sifton,https://static01.nyt.com/images/2017/08/02/dining/02COOKING_CHICKENTAGINE2/02COOKING_CHICKENTAGINE2-mediumThreeByTwo252.jpg,1 hour 15 minutes
535,Sweet Potatoes With Cranberry Chutney,Kim Severson,https://static01.nyt.com/images/2015/10/26/dining/26COOKING_CHUTNEYSWEETPOT3/26COOKING_CHUTNEYSWEETPOT3-mediumThreeByTwo252.jpg,2 hours
536,Cranberry Linzer Torte,David Tanis,https://static01.nyt.com/images/2014/11/12/dining/12KITCHEN1/KITCHEN1-videoSixteenByNine310.jpg,"2 hours, plus time for chilling"
537,Clam and Chouriço Dressing,Sam Sifton,https://static01.nyt.com/images/2014/11/19/dining/19MASSACHUSETTES/19MASSACHUSETTES-videoSixteenByNine310.jpg,1 hour
538,All-Purpose California Beef Rub,Kim Severson,https://static01.nyt.com/images/2014/10/29/dining/29JPTRITIP2/29JPTRITIP2-videoSixteenByNine310.jpg,5 minutes
539,Grilled or Oven-Roasted Santa Maria Tri-Tip,Kim Severson,https://static01.nyt.com/images/2014/10/29/dining/29JPTRITIP1/29JPTRITIP1-mediumThreeByTwo252-v2.jpg,40 minutes
540,Persian-Spiced Lamb Shanks,David Tanis,https://static01.nyt.com/images/2014/11/05/dining/05KITCHEN/5KITCHEN-videoSixteenByNine310.jpg,2 hours 30 minutes
541,Spicy Pan-Fried Noodles,Melissa Clark,https://static01.nyt.com/images/2014/10/31/multimedia/clark-pan-fried-noodles/clark-pan-fried-noodles-videoSixteenByNine310.jpg,20 minutes
542,Original Chicken Cordon Bleu,Molly O'Neill,https://static01.nyt.com/images/2016/11/01/dining/01COOKING-CHICKEN-CORDON-BLEU1/01CHICKEN-CORDON-BLEU1-mediumThreeByTwo252.jpg,"45 minutes, plus chill time"
543,Pork Schnitzel With Quick Pickles,Melissa Clark,https://static01.nyt.com/images/2014/10/10/multimedia/clark-schnitzel/clark-schnitzel-videoSixteenByNine310.jpg,30 minutes
544,Fluke in Lemon Brodetto With Scallops and Squash,Sam Sifton,https://static01.nyt.com/images/2014/10/26/magazine/26eat2/mag-26eat-t_CA0-videoSixteenByNine310.jpg,40 minutes
545,Foolproof Tarte Tatin,Julia Moskin,https://static01.nyt.com/images/2015/10/29/dining/29COOKING-TARTTAITIN1/29COOKING-TARTTAITIN1-mediumThreeByTwo252.jpg,"1 1/2 hours, plus 1 to 2 days’ aging time for apples"
546,Velvet Chicken Breast With Mustard Sauce,David Tanis,https://static01.nyt.com/images/2014/10/29/dining/29KITCHEN/29KITCHEN-videoSixteenByNine310.jpg,1 hour
547,Macaroni and Cheese,Molly O'Neill,https://static01.nyt.com/applications/cooking/a9ea0b6/assets/21.png?1,1 hour
548,Mark Bittman's Gravlax,Mark Bittman,https://static01.nyt.com/images/2014/05/27/dining/Gravlax/Gravlax--videoSixteenByNine310-v2.jpg,"15 minutes, plus 24 hours' basting"
549,Spinach and Bacon Tartine,David Tanis,https://static01.nyt.com/images/2014/10/08/dining/08KITCH3/08KITCH3-videoSixteenByNine310.jpg,20 minutes
550,Tita Em’s Chicken Wings Adobo,Jeff Gordinier,https://static01.nyt.com/images/2014/10/15/dining/15WINGSKUMA/15WINGSKUMA-videoSixteenByNine310.jpg,1 hour 30 minutes
551,Chicken Wings With Guajillo Anchovy Sauce,Jeff Gordinier,https://static01.nyt.com/images/2014/10/15/dining/20141015-WINGS-slide-TLPE/20141015-WINGS-slide-TLPE-videoSixteenByNine310.jpg,"1 hour 25 minutes, plus 7 to 14 hours marinating"
552,Hanjan Chicken Wings,The New York Times,https://static01.nyt.com/images/2014/10/15/dining/15WINGSDANJI/15WINGSDANJI-videoSixteenByNine310.jpg,45 minutes
553,Butternut-Squash Bisque,Sam Sifton,https://static01.nyt.com/images/2014/04/21/dining/Butternut-Squash-Bisque/Butternut-Squash-Bisque-videoSixteenByNine310.jpg,1 hour 10 minutes
554,Canlis Salad,Sam Sifton,https://static01.nyt.com/images/2013/03/03/magazine/03eat1/mag-03eat-t_CA0-square320.jpg,10 minutes
555,Fried Rice,Sam Sifton,https://static01.nyt.com/images/2016/04/04/dining/04COOKING-FRIEDRICE1/04COOKING-FRIEDRICE1-mediumThreeByTwo252.jpg,20 minutes
556,Cheater’s Brisket,Sam Sifton,https://static01.nyt.com/images/2014/04/09/dining/brisket/brisket-videoSixteenByNine310-v4.jpg,11 hours
557,Stuffed Jalapeños,Sam Sifton,https://static01.nyt.com/images/2016/01/19/dining/19COOKING_JALAPENOS2/19COOKING_JALAPENOS2-mediumThreeByTwo252.jpg,40 minutes
558,Cabbage-and-Caraway Slaw,Sam Sifton,https://static01.nyt.com/images/2014/04/09/dining/Slaw/Slaw-videoSixteenByNine310.jpg,5 minutes
559,Parmesan-Crusted Rack of Lamb,Sam Sifton,https://static01.nyt.com/images/2014/06/15/magazine/15eat/mag-15Eat-t_CA0-videoSixteenByNine310.jpg,1 hour 45 minutes
560,Mission Chinese Food’s Cabbage Salad,Sam Sifton,https://static01.nyt.com/images/2014/07/27/magazine/27eat/27eat-videoSixteenByNine310-v5.jpg,45 minutes
561,"Baked Potatoes With Crab, Jalapeño and Mint",Sam Sifton,https://static01.nyt.com/images/2014/10/19/magazine/19eat4/19eat4-videoSixteenByNine310.jpg,"1 hour, 15 minutes"
562,Twice-Baked Potatoes With Cauliflower and Cheese,Sam Sifton,https://static01.nyt.com/images/2014/10/19/magazine/19eat3/19eat3-videoSixteenByNine310.jpg,"1 hour, 15 minutes"
563,Baked Potatoes,Sam Sifton,https://static01.nyt.com/images/2017/08/03/dining/COOKING-BAKED-POTATOES2/COOKING-BAKED-POTATOES2-mediumThreeByTwo252.jpg,1 hour
564,Donald Link's Eggplant Casserole,The New York Times,https://static01.nyt.com/images/2016/02/01/dining/01COOKING_EGGPLANTCASSEROLE/01COOKING_EGGPLANTCASSEROLE-mediumThreeByTwo252.jpg,55 minutes
565,Inside-Out Lamb Persillade,Mark Bittman,https://static01.nyt.com/images/2014/03/05/dining/persillade-still/persillade-still-videoSixteenByNine310.jpg,1 1/2 hours
566,"Pasta With Roast Chicken, Currants and Pine Nuts",Julia Moskin,https://static01.nyt.com/images/2018/10/30/dining/jm-roast-chicken-with-pasta/jm-roast-chicken-with-pasta-mediumThreeByTwo252.jpg,45 minutes
567,Cincinnati Chili Con Carne,Craig Claiborne And Pierre Franey,https://static01.nyt.com/images/2015/10/16/dining/16COOKING-CHILICONCARNE/16COOKING-CHILICONCARNE-mediumThreeByTwo252.jpg,1 hour 40 minutes
568,Serious Turkey Stock,Sam Sifton,https://static01.nyt.com/applications/cooking/1fa6bc8/assets/23.png?1,"2 hours, plus cooling"
569,Peperonata,Sam Sifton,https://static01.nyt.com/images/2014/04/09/dining/Peperonata/Peperonata-videoSixteenByNine310.jpg,About 30 minutes
570,Cornmeal Plum Scones,Melissa Clark,https://static01.nyt.com/images/2014/10/01/dining/01APPETITE/01APPETITE-videoSixteenByNine310.jpg,45 minutes
571,Butternut Squash Polenta With Sausage and Onion,Melissa Clark,https://static01.nyt.com/images/2014/03/05/dining/05APPE_SPAN/05APPE_SPAN-videoSixteenByNine310-v2.jpg,45 minutes
572,Red Wine Honey Cake With Plums,Melissa Clark,https://static01.nyt.com/images/2014/04/15/dining/honeycake/honeycake-videoSixteenByNine310.jpg,"1 1/2 hours, plus cooling"
573,Thai-Inspired Beef Salad With Mint,Mark Bittman,https://static01.nyt.com/images/2014/05/12/dining/Minty-Thai-Beef-Salad/Minty-Thai-Beef-Salad-videoSixteenByNine310.jpg,20 minutes
574,"Roast Chicken With Cumin, Honey and Orange",Mark Bittman,https://static01.nyt.com/images/2014/05/12/dining/Roast-Chicken-With-Cumin-Honey-And-Orange/Roast-Chicken-With-Cumin-Honey-And-Orange-videoSixteenByNine310.jpg,1 hour
